x (Parameter) -> outputs: [<Shape: [1,3,640,640]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_59/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_59/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_59/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_59 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.1.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.1.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.18.m.1.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.1.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450900 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450899 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450898 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_58/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_58/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_58/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_58/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_58/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_58 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.0.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.0.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.18.m.0.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.0.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450896 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450895 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450894 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_57/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_57/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_57/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_57/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_57/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_57 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.0.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.0.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.18.m.0.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.0.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450892 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450891 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450890 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.18/aten::split_with_sizes/VariadicSplit (VariadicSplit) -> outputs: [<Shape: [1,192,40,40]>, <Shape: [1,192,40,40]>]
Constant_2865 (Constant) -> outputs: [<Shape: [2]>]
776 (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_56/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_56/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_56/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_56/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_56/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_56 (Swish) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.18.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.18.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,384,1,1]>]
__module.model.18.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.18.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [384,576,1,1]>]
Constant_450888 (Constant) -> outputs: [<Shape: [384,1,1,1]>]
Convert_450887 (Convert) -> outputs: [<Shape: [384,576,1,1]>]
Constant_450886 (Constant) -> outputs: [<Shape: [384,576,1,1]>]
__module.model.17/aten::cat/Concat (Concat) -> outputs: [<Shape: [1,576,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_44/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_44/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_44/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_44/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_44/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_44 (Swish) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.12.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.12.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,384,1,1]>]
__module.model.12.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.12.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [384,768,1,1]>]
Constant_450832 (Constant) -> outputs: [<Shape: [384,1,1,1]>]
Convert_450831 (Convert) -> outputs: [<Shape: [384,768,1,1]>]
Constant_450830 (Constant) -> outputs: [<Shape: [384,768,1,1]>]
__module.model.12/aten::cat/Concat (Concat) -> outputs: [<Shape: [1,768,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_43/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_43/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_43/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_43/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_43/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_43 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.1.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.1.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.12.m.1.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.1.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450828 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450827 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450826 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_42/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_42/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_42/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_42/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_42/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_42 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.1.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.1.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.12.m.1.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.1.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450824 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450823 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450822 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_41/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_41/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_41/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_41/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_41/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_41 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.0.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.0.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.12.m.0.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.0.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450820 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450819 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450818 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_40/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_40/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_40/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_40/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_40/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_40 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.0.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.0.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.12.m.0.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.12.m.0.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450816 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450815 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450814 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.12/aten::split_with_sizes/VariadicSplit (VariadicSplit) -> outputs: [<Shape: [1,192,40,40]>, <Shape: [1,192,40,40]>]
Constant_2195 (Constant) -> outputs: [<Shape: [2]>]
602 (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_39/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_39/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_39/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_39/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_39/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_39 (Swish) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.12.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.12.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,384,1,1]>]
__module.model.12.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.12.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [384,960,1,1]>]
Constant_450812 (Constant) -> outputs: [<Shape: [384,1,1,1]>]
Convert_450811 (Convert) -> outputs: [<Shape: [384,960,1,1]>]
Constant_450810 (Constant) -> outputs: [<Shape: [384,960,1,1]>]
__module.model.11/aten::cat/Concat (Concat) -> outputs: [<Shape: [1,960,40,40]>]
__module.model.10/aten::upsample_nearest2d/Interpolate/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,576,40,40]>]
__module.model.10/aten::upsample_nearest2d/Interpolate/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.10/aten::upsample_nearest2d/Interpolate/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.10/aten::upsample_nearest2d/Interpolate/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.10/aten::upsample_nearest2d/Interpolate/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.10/aten::upsample_nearest2d/Interpolate (Interpolate) -> outputs: [<Shape: [1,576,40,40]>]
Constant_2119 (Constant) -> outputs: [<Shape: [2]>]
__module.model.10/aten::upsample_nearest2d/Multiply (Constant) -> outputs: [<Shape: [2]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_55/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_55/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_55/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_55/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_55/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_55 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.16.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.16.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.16.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.16.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450884 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450883 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450882 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_50/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_50/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_50/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_50/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_50/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_50 (Swish) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.15.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.15.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.15.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.15.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,384,1,1]>]
Constant_450856 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450855 (Convert) -> outputs: [<Shape: [192,384,1,1]>]
Constant_450854 (Constant) -> outputs: [<Shape: [192,384,1,1]>]
__module.model.15/aten::cat/Concat (Concat) -> outputs: [<Shape: [1,384,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_49/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_49/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_49/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_49/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_49/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_49 (Swish) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.1.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.1.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.15.m.1.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.1.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450852 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450851 (Convert) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450850 (Constant) -> outputs: [<Shape: [96,96,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_48/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_48/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_48/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_48/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_48/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_48 (Swish) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.1.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.1.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.15.m.1.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.1.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450848 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450847 (Convert) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450846 (Constant) -> outputs: [<Shape: [96,96,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_47/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_47/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_47/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_47/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_47/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_47 (Swish) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.0.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.0.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.15.m.0.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.0.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450844 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450843 (Convert) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450842 (Constant) -> outputs: [<Shape: [96,96,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_46/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_46/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_46/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_46/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_46/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_46 (Swish) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.0.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.0.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.15.m.0.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.15.m.0.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450840 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450839 (Convert) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450838 (Constant) -> outputs: [<Shape: [96,96,3,3]>]
__module.model.15/aten::split_with_sizes/VariadicSplit (VariadicSplit) -> outputs: [<Shape: [1,96,80,80]>, <Shape: [1,96,80,80]>]
Constant_2514 (Constant) -> outputs: [<Shape: [2]>]
684 (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_45/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_45/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_45/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_45/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_45/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_45 (Swish) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.15.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.15.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.15.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.15.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,576,1,1]>]
Constant_450836 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450835 (Convert) -> outputs: [<Shape: [192,576,1,1]>]
Constant_450834 (Constant) -> outputs: [<Shape: [192,576,1,1]>]
__module.model.14/aten::cat/Concat (Concat) -> outputs: [<Shape: [1,576,80,80]>]
__module.model.13/aten::upsample_nearest2d/Interpolate/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,384,80,80]>]
__module.model.13/aten::upsample_nearest2d/Interpolate/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.13/aten::upsample_nearest2d/Interpolate/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.13/aten::upsample_nearest2d/Interpolate/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.13/aten::upsample_nearest2d/Interpolate/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.13/aten::upsample_nearest2d/Interpolate (Interpolate) -> outputs: [<Shape: [1,384,80,80]>]
Constant_2438 (Constant) -> outputs: [<Shape: [2]>]
__module.model.13/aten::upsample_nearest2d/Multiply (Constant) -> outputs: [<Shape: [2]>]
__module.model.22.cv2.2.2/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv2.2.2/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.2.2/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv2.2.2/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,64,1,1]>]
Constant_450972 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450971 (Convert) -> outputs: [<Shape: [64,64,1,1]>]
Constant_450970 (Constant) -> outputs: [<Shape: [64,64,1,1]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_74/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,64,20,20]>]
